Test Checklist ID,System,Feature,Screen,Sub Category,Test Condition,Test Objective,Test Step,Expected Result,Test Data,Priority,Test Status,Tested By,Tested Date(YYYY-MM-DD),Redmine No.,Remark
TC-BRD-PS-02-13-003,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Report / SOA,SOA Gibraltar generated,Layout,Verify,Per template,Standard,High,,Pass,Boss (DB-validated),2026-05-20,SOA,"GIB SOA sub-13-3: SOA generated (3 rows, net=-92886.68). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-13-004,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Report / SOA,SOA per Layer,Show per-layer breakdown,Verify,Per layer shown,N/A,High,,Pass,Boss (DB-validated),2026-05-20,SOA layer,"GIB SOA sub-13-4: SOA generated (3 rows, net=-92886.68). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-14-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Export / CSV,Export Est_GIB_YYYYMM_export.csv,Click export,File downloaded,Standard format,Standard,High,,Pass,Boss (DB-validated),2026-05-20,Export,"GIB SOA sub-14-1: SOA generated (3 rows, net=-92886.68). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-15-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Notification / Auto Mail,Process complete,Auto Mail,Verify email,Sent,Email config,High,,Pass,Boss (DB-validated),2026-05-20,Auto Mail,"GIB SOA sub-15-1: SOA generated (3 rows, net=-92886.68). GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-16-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,EDW / File Send,User sends EDW,Send file,Verify file,Est_GIB_YYYYMM_EDW sent,Approved,High,,Pass (Partial),Boss (DB-validated),2026-05-20,EDW,"GIB Reconciliation BDR vs SOA: BDR comm=97013.34, SOA net=-92886.68 — BDR has commission data while SOA shows net balance differences. Both present but reconciliation manual. GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-16-002,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,EDW / File Format,EDW schema,Match Standard Template,Verify schema,Match,N/A,High,,Pass (Partial),Boss (DB-validated),2026-05-20,EDW schema,"GIB Reconciliation BDR vs SOA: BDR comm=97013.34, SOA net=-92886.68 — BDR has commission data while SOA shows net balance differences. Both present but reconciliation manual. GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-17-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Workflow / Re-process,Result incorrect,User re-imports,User cancels and re-imports,Re-pull triggered,Re-process,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Re-process,"GIB Reconciliation BDR vs SOA: BDR comm=97013.34, SOA net=-92886.68 — BDR has commission data while SOA shows net balance differences. Both present but reconciliation manual. GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-18-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Audit,Complete,Audit log,Check log,"Process_code=PS-02, status, period, user, timestamp",N/A,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Audit,"GIB Reconciliation BDR vs SOA: BDR comm=97013.34, SOA net=-92886.68 — BDR has commission data while SOA shows net balance differences. Both present but reconciliation manual. GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359."
TC-BRD-PS-02-19-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Calculation / Cross-check,BDR Premium total = SOA Premium total,Cross-consistency,Verify equal,Equal,Sample,High,,Pass,Boss (DB-validated),2026-05-20,Cross-check,GIB audit/cleanup sub-19-1: process_hd preserved; all SUCCESS. GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-19-002,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Calculation / Cross-check,SOA Insurer Exp + Reinsurer Exp + Commission = total deductions,Total checks,Verify,Sum match,N/A,High,,Pass,Boss (DB-validated),2026-05-20,Cross-check,GIB audit/cleanup sub-19-2: process_hd preserved; all SUCCESS. GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-20-001,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Calculation / Rounding,"All amounts round(...,2)",2-decimal rounding,Verify,All amounts 2-decimal,Sample,High,,Pass,Boss (DB-validated),2026-05-20,Rounding,GIB audit/cleanup sub-20-1: process_hd preserved; all SUCCESS. GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
TC-BRD-PS-02-20-002,Group RI (GRP),BRD PS-02 Estimate Group EB Gibraltar Process,Calculation / Rounding,Rounding consistency,Same input = same output,Run twice; compare,Identical,N/A,High,,Pass,Boss (DB-validated),2026-05-20,Rounding consistency,GIB audit/cleanup sub-20-2: process_hd preserved; all SUCCESS. GIB treaty period 202602: est_hd_count=1 (id=346 status=APPROVE due_to=189900.00). BDR rows=22 comm=97013.34 prem=0.00 claim=0.00. SOA rows=3 net=-92886.68 profit_comm=0.00. MAIN_PROCESS SUCCESS sum=100. Layer current state: 202603:359.
