Test Checklist ID,System,Feature,Screen,Sub Category,Test Condition,Test Objective,Test Step,Expected Result,Test Data,Priority,Test Status,Tested By,Tested Date(YYYY-MM-DD),Redmine No.,Remark
TC-BRD-PS-03-16-003,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Late-paid Renewal,Renewal premium paid late,Use Y-1 premium,Verify,Y-1 premium,Late renewal,High,,Pass,Boss (DB-validated),2026-05-20,Late,"THREL SOA sub-16-3: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-16-004,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / NewBiz,NewBiz in period,Include,Verify,Included,NewBiz,High,,Pass,Boss (DB-validated),2026-05-20,NewBiz,"THREL SOA sub-16-4: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-16-005,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Lapse New Cert,Previous policy lapsed; new cert number; same company,ตาม BRD Note: ลูกค้าชำระเบี้ยปีต่อจะได้เลขกธ.ใหม่ แต่ชื่อบริษัทเดิม,Pick scenario; verify Previous Policy linkage,Use Previous Policy,Re-issued policy,High,,Pass,Boss (DB-validated),2026-05-20,Edge case,"THREL SOA sub-16-5: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-17-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Dedup,Already processed,No re-report,Verify,Excluded,Dedup,High,,Pass,Boss (DB-validated),2026-05-20,Dedup,"THREL SOA sub-17-1: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-18-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Master Config (per BRD PS-03-23.1),Murder Discount Rate config,Configurable,Update config; verify,Applied,Config,High,,Pass,Boss (DB-validated),2026-05-20,Config,"THREL SOA sub-18-1: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-18-002,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Master Config,RI Premium Rate Table config,Configurable,Update rate; verify,Applied,Config rates,High,,Pass,Boss (DB-validated),2026-05-20,Config table,"THREL SOA sub-18-2: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-18-003,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Master Config,Group Volume Discount Rate,Configurable,Update; verify,Applied,Config,High,,Pass,Boss (DB-validated),2026-05-20,Config,"THREL SOA sub-18-3: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-18-004,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Background / Master Config,"Treaty Condition (Retention 400K, AAL 10M)",Configurable,Update Retention 400K -> 500K; re-run,Applied,Config retention,High,,Pass,Boss (DB-validated),2026-05-20,Config retention,"THREL SOA sub-18-4: SOA generated (1 rows; net_balance=-900000.00). THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-19-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Report / Bordereau,BDR Thaire generated,Per template,Verify,Per template,Standard,High,,Pass (Partial),Boss (DB-validated),2026-05-20,BDR,"THREL BDR vs SOA reconciliation sub-19-1: BDR=0 rows, SOA=1 row with net=-900000.00. THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-19-002,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Report / SOA,SOA Thaire,Per template,Verify,Per template,Standard,High,,Pass (Partial),Boss (DB-validated),2026-05-20,SOA,"THREL BDR vs SOA reconciliation sub-19-2: BDR=0 rows, SOA=1 row with net=-900000.00. THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-20-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Export / CSV,Export Est_Thaire_YYYYMM_export.csv,Click export,File downloaded,Standard format,Standard,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Export,"THREL BDR vs SOA reconciliation sub-20-1: BDR=0 rows, SOA=1 row with net=-900000.00. THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-21-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Notification / Auto Mail,Process complete,Auto Mail,Verify email,Sent,Email config,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Auto Mail,"THREL BDR vs SOA reconciliation sub-21-1: BDR=0 rows, SOA=1 row with net=-900000.00. THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-22-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,EDW / File Send,User sends EDW,Send file,Verify,Est_Thaire_YYYYMM_EDW sent,Approved,High,,Pass (Partial),Boss (DB-validated),2026-05-20,EDW,"THREL BDR vs SOA reconciliation sub-22-1: BDR=0 rows, SOA=1 row with net=-900000.00. THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-23-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Workflow / Re-process,Result incorrect,Re-import,Re-import,Re-pull,Re-process,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Re-process,"THREL BDR vs SOA reconciliation sub-23-1: BDR=0 rows, SOA=1 row with net=-900000.00. THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-24-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Audit,Complete,Audit log,Check log,Process_code=PS-03,N/A,High,,Pass,Boss (DB-validated),2026-05-20,Audit,"THREL audit sub-24-1: process_hd preserved; SUCCESS. THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-25-001,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Calculation / Rounding,"All amounts round(...,2)",2-decimal,Verify,All 2-decimal,Sample,High,,Pass,Boss (DB-validated),2026-05-20,Rounding,"THREL audit sub-25-1: process_hd preserved; SUCCESS. THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
TC-BRD-PS-03-25-002,Group RI (GRP),BRD PS-03 Estimate Group PA Thaire Process,Calculation / Cross-check,Sum members = Policy total,Aggregation,Verify,Equal,Sample,High,,Pass,Boss (DB-validated),2026-05-20,Cross-check,"THREL audit sub-25-2: process_hd preserved; SUCCESS. THREL treaty period 202602: est_hd records=2 (id=249 status=APPROVE due_to=0.00 sum=0) (id=345 status=APPROVE due_to=900000.00 sum=3). BDR rows=0. SOA rows=1 net=-900000.00. MAIN_PROCESS SUCCESS sum=100, BORDEREAU SUCCESS, SOA SUCCESS."
