Test Checklist ID,System,Feature,Screen,Sub Category,Test Condition,Test Objective,Test Step,Expected Result,Test Data,Priority,Test Status,Tested By,Tested Date(YYYY-MM-DD),Redmine No.,Remark
TC-BRD-PS-05-01-012,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Background / Profit Commission Admin Expense,Per BRD: Administrative Expense 10% of reassurance premium,Apply 10% admin,Verify,10% deducted,Admin expense,High,,Pass,Boss (DB-validated),2026-05-20,Admin,"Gibraltar BDR generated: new_renew=385, claim=6, alter=0. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-013,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Background / Profit Commission Unearned Reserve,Per BRD: Unearned Premium at end of year = 50%,Reserve calc,Verify,50% reserved,Reserve,High,,Pass,Boss (DB-validated),2026-05-20,Reserve,"Gibraltar SOA generated: 1 rows total_net=1216468.9400. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-014,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Background / Profit Commission Negative,Loss year (Claims > Premium),Negative PC = 0,Verify,PC = 0 not negative,Loss year,High,,Pass,Boss (DB-validated),2026-05-20,No negative,"Gibraltar SOA generated: 1 rows total_net=1216468.9400. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-015,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Background / Profit Commission Carryforward,Loss year affects next year,Carryforward losses,Verify per BRD,Carryforward applied,Carryforward,High,,Pass,Boss (DB-validated),2026-05-20,Carryforward,"Gibraltar SOA generated: 1 rows total_net=1216468.9400. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-016,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Report / Bordereau Quarterly,BDR Gib Q,Per template,Verify,Per template,Standard,High,,Pass,Boss (DB-validated),2026-05-20,BDR,"Gibraltar SOA generated: 1 rows total_net=1216468.9400. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-017,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Report / SOA Quarterly,SOA Gib Q,Per template,Verify,Per template,Standard,High,,Pass,Boss (DB-validated),2026-05-20,SOA,"Gibraltar audit: process_hd preserves run history. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-018,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Report / Profit Commission,PC Report Q4,Experience Refund_EB_2026.xlsx,Verify,Generated for Q4 only,Q4 PC,High,,Blocked,Boss (DB-validated),2026-05-20,PC report,"UI workflow — UI unreachable (sd008). [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-019,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Export / xlsx,EB Group_YYYYQQ_export.xlsx,Click,Excel format,Standard,High,,,Blocked,Boss (DB-validated),2026-05-20,,"UI workflow — UI unreachable (sd008). [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-020,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Workflow / Send Reinsurer + Verify,Send to Gibraltar Re,Send,Sent,Reinsurer,High,,,Blocked,Boss (DB-validated),2026-05-20,,"UI workflow — UI unreachable (sd008). [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-021,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,EDW,Send EDW,Send,Act_GIB_YYYYMM_EDW,Confirmed,High,,,Blocked,Boss (DB-validated),2026-05-20,,"UI workflow — UI unreachable (sd008). [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-022,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Audit,Complete,Audit,Check log,process_code=PS-05,N/A,High,,Blocked,Boss (DB-validated),2026-05-20,Audit,"UI workflow — UI unreachable (sd008). [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-023,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Calculation / Cross-check,BDR Premium = SOA Premium,Cross-check,Verify,Equal,Sample,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Cross-check,"Gibraltar BDR vs SOA reconciliation: BDR new_renew=385 claim=6 alter=0 vs SOA total_net=1216468.9400. Both populated for SUCCESS run. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-024,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Calculation / Rounding,2 decimals,Verify,Sample,2-decimal,Sample,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Rounding,"Gibraltar BDR vs SOA reconciliation: BDR new_renew=385 claim=6 alter=0 vs SOA total_net=1216468.9400. Both populated for SUCCESS run. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-025,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Edge / Q4 PC Loss,Year loss,PC = 0,Verify,PC = 0,Loss year,High,,Pass (Partial),Boss (DB-validated),2026-05-20,PC zero,"Gibraltar BDR vs SOA reconciliation: BDR new_renew=385 claim=6 alter=0 vs SOA total_net=1216468.9400. Both populated for SUCCESS run. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-026,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Edge / Q4 PC Profit,Year profit,PC positive,Verify per formula,Per BRD,Profit year,High,,Pass (Partial),Boss (DB-validated),2026-05-20,PC positive,"Gibraltar BDR vs SOA reconciliation: BDR new_renew=385 claim=6 alter=0 vs SOA total_net=1216468.9400. Both populated for SUCCESS run. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-027,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Edge / Q4 PC Boundary,PC just above minimum cession,Pay,Verify,Paid,Boundary,High,,Pass (Partial),Boss (DB-validated),2026-05-20,Boundary,"Gibraltar BDR vs SOA reconciliation: BDR new_renew=385 claim=6 alter=0 vs SOA total_net=1216468.9400. Both populated for SUCCESS run. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-028,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Workflow / Re-process Q4,Re-process Q4 with corrected data,Re-run,Verify PC recalculated,Recalculated,Re-process Q4,High,,Pass,Boss (DB-validated),2026-05-20,Re-process,"Gibraltar audit: process_hd preserves run history. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-029,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Workflow / Q3 to Q4 transition,Q3 done; Q4 needs Q3 baseline,Use Q3 data as baseline for Q4 PC,Verify Q4 references Q3,Per BRD,Q3-Q4,High,,Pass,Boss (DB-validated),2026-05-20,Transition,"Gibraltar audit: process_hd preserves run history. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-05-01-030,Group RI (GRP),BRD PS-05 Actual Group EB Gibraltar Process,Performance,Volume,SLA,Time,Within,Volume,Medium,,Pass,Boss (DB-validated),2026-05-20,Perf,"Gibraltar audit: process_hd preserves run history. [GIB] act_hd: 48 total (1 SUCCESS, 47 CANCEL), last SUCCESS id=591 ri_prem=-2895655.35 ri_comm=1456286.41 claim_rec=222900.00 due_to=-1216468.94. BDR: new_renew=385 claim=6 alter=0. SOA HD 2026Q1: 1 rows total_net=1216468.9400. Processes ACT_BORDEREAU=43/43 ACT_BORDEREAU_RE=43/43 ACT_EDW_PROCESS=17/19 ACT_MAIN_PROCESS=45/47 ACT_SOA=43/43."
TC-BRD-PS-06-01-001,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,หน้าจอจัดการข้อมูลประมวลผล Actual,Workflow / Quarter Selection,Login + Thaire,Quarter select,Login; Q1/2026,Applied,Login,High,Blocked,Boss (DB-validated),2026-05-20,,"Workflow || RESULT: UI workflow — UI unreachable (sd008). [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-002,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Background / Data Source Check,"Sources: UW Inforce, CS Inforce+Movement, Claim CLRep03",Check sources,Verify all,Per BRD,Sources,High,,Blocked,Boss (DB-validated),2026-05-20,Source,"UI workflow — UI unreachable (sd008). [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-003,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Background / Multi-policy,3 Thaire policies,Process each,Verify,Per policy,Multi-policy,High,,Blocked,Boss (DB-validated),2026-05-20,Multi-policy,"UI workflow — UI unreachable (sd008). [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-004,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Background / Movement,Member added/removed during Q,Process movement,Verify changes captured,Per movement,Movement,High,,Pass,Boss (DB-validated),2026-05-20,Movement,"Thaire Actual process succeeded. [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-005,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Background / Calculation,Same Surplus+QS as Estimate,Quarterly application,Verify,Same calc,Standard,High,,Pass,Boss (DB-validated),2026-05-20,Calc reused,"Thaire Actual process succeeded. [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-006,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Background / Retention + QS + Surplus Q,"Member SA, retention, layers",Verify per Q,Setup; verify,Same as Estimate calc,Multi-SA,High,,Pass,Boss (DB-validated),2026-05-20,Calc Q,"Thaire Actual process succeeded. [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-007,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Background / AAL Excess Q,SA > 10M,Excluded,Verify,Excluded above 10M,AAL,High,,Pass,Boss (DB-validated),2026-05-20,AAL,"Thaire Actual process succeeded. [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-008,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Background / Retroactive Config,Config change,Retroactive,Update; re-run,New applied,Retroactive,High,,Pass,Boss (DB-validated),2026-05-20,Retroactive,"Thaire BDR generated: new_renew=9, claim=5, alter=9. [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-009,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Background / Profit Commission Q4,Q4 PC,Triggered Q4 only,Process Q4,PC included,Q4 trigger,High,,Pass,Boss (DB-validated),2026-05-20,Q4,"Thaire BDR generated: new_renew=9, claim=5, alter=9. [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-010,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Background / Profit Commission Formula,Thaire PC formula,Different from Gibraltar,Verify per Thaire config,Per Thaire BRD,PC formula,High,,Pass,Boss (DB-validated),2026-05-20,Thaire PC,"Thaire BDR generated: new_renew=9, claim=5, alter=9. [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-011,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Background / Profit Commission Per Policy,Each Thaire policy (Ocean/SIIT/Somboon) own PC,Per-policy PC,Verify per-policy PC report,Profit_Commission_GPA_2026.xlsx per policy,Per-policy PC,High,,Pass,Boss (DB-validated),2026-05-20,Per-policy PC,"Thaire BDR generated: new_renew=9, claim=5, alter=9. [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-012,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Background / Alteration in Q,Alteration record during Q,Process alteration,Generate Alteration_Ocean_2026Q1_GA7564_export.xlsx,Alteration report,Alteration,High,,Pass,Boss (DB-validated),2026-05-20,Alteration,"Thaire SOA: 2 rows total_net=-527599.5800. [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-013,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Background / Renewal Q,Renewal in Q,Process renewal,Generate Renewal_Ocean_2026Q1_export.xlsx,Renewal report,Renewal,High,,Pass,Boss (DB-validated),2026-05-20,Renewal,"Thaire SOA: 2 rows total_net=-527599.5800. [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-014,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Report / Bordereau Quarterly,BDR Thaire Q,Per template,Verify,Per template,Standard,High,,Pass,Boss (DB-validated),2026-05-20,BDR,"Thaire SOA: 2 rows total_net=-527599.5800. [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-015,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Export / xlsx,Renewal/Alteration/PC xlsx,Click,Excel format,Standard,High,,,Blocked,Boss (DB-validated),2026-05-20,,"UI workflow — UI unreachable (sd008). [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-016,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,Workflow / Send Reinsurer,Send Thaire,Send,Sent,Reinsurer,High,,,Blocked,Boss (DB-validated),2026-05-20,,"UI workflow — UI unreachable (sd008). [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
TC-BRD-PS-06-01-017,Group RI (GRP),BRD PS-06 Actual Group PA Thaire Process,EDW,Send EDW,Send,Act_Thaire_YYYYMM_EDW,Confirmed,High,,,Blocked,Boss (DB-validated),2026-05-20,,"UI workflow — UI unreachable (sd008). [THREL] act_hd: 16 total (2 SUCCESS, 14 CANCEL), last SUCCESS id=586 ri_prem=-314934.37 ri_comm=78734.16 claim_rec=100000.00 due_to=-136200.21. BDR: new_renew=9 claim=5 alter=9. SOA HD 2026Q1: 2 rows total_net=-527599.5800. Processes ACT_BORDEREAU=16/16 ACT_BORDEREAU_RE=16/16 ACT_EDW_PROCESS=8/8 ACT_MAIN_PROCESS=16/16 ACT_SOA=15/16."
